state,date,cum_cases,cum_deaths
Nevada,2020-05-01,5249,254
Puerto Rico,2020-05-01,1573,94
South Carolina,2020-05-01,6258,256
Texas,2020-05-01,30342,853
Arizona,2020-05-02,8364,353
Indiana,2020-05-02,19629,1229
Minnesota,2020-05-02,6228,395
New Jersey,2020-05-03,126744,7871
Alabama,2020-05-04,8112,298
District of Columbia,2020-05-04,5170,258
Missouri,2020-05-04,8776,387
Nevada,2020-05-04,11254,426
Texas,2020-05-04,33134,914
Michigan,2020-05-05,44391,4179
Nebraska,2020-05-05,6442,81
Oregon,2020-05-06,2916,115
Washington,2020-05-06,16873,881
South Dakota,2020-05-07,2905,31
Texas,2020-05-07,36682,1016
District of Columbia,2020-05-08,5899,304
Pennsylvania,2020-05-08,57501,3724
Vermont,2020-05-08,919,53
Maryland,2020-05-09,31638,1614
Oregon,2020-05-09,6320,260
Maine,2020-05-10,1436,64
Kentucky,2020-05-11,6710,325
Montana,2020-05-11,459,16
Utah,2020-05-11,6364,68
California,2020-05-12,71150,2902
Connecticut,2020-05-12,34333,3041
Oregon,2020-05-12,3359,130
South Carolina,2020-05-12,7927,355
Maine,2020-05-13,1515,66
Delaware,2020-05-14,7223,260
Michigan,2020-05-14,49489,4787
New Hampshire,2020-05-14,3382,151
Pennsylvania,2020-05-14,63158,4298
Wisconsin,2020-05-14,11280,434
Delaware,2020-05-15,7373,271
Minnesota,2020-05-15,14249,692
New York,2020-05-15,350951,27755
Puerto Rico,2020-05-15,2542,122
South Dakota,2020-05-15,3887,44
Arkansas,2020-05-16,4578,98
District of Columbia,2020-05-16,7042,375
Idaho,2020-05-16,2419,73
Mississippi,2020-05-16,11123,510
New Jersey,2020-05-16,145089,10249
Puerto Rico,2020-05-16,2589,122
Tennessee,2020-05-16,17204,292
Wyoming,2020-05-16,741,7
Georgia,2020-05-17,35954,1584
Illinois,2020-05-18,96778,4257
Louisiana,2020-05-18,34832,2563
Massachusetts,2020-05-18,87052,5862
Michigan,2020-05-18,51853,4915
Wyoming,2020-05-18,1532,31
Illinois,2020-05-19,98298,4399
Utah,2020-05-19,7530,88
Oklahoma,2020-05-20,5532,299
Alabama,2020-05-21,13414,529
Idaho,2020-05-21,2534,77
Kansas,2020-05-21,8771,199
Ohio,2020-05-21,30168,1836
Massachusetts,2020-05-22,90889,6228
Nebraska,2020-05-22,11662,149
Ohio,2020-05-23,31408,1956
Arkansas,2020-05-24,5922,116
Guam,2020-05-24,3405,68
Indiana,2020-05-24,32151,1976
Kentucky,2020-05-24,8842,399
Missouri,2020-05-24,12114,689
Tennessee,2020-05-24,20116,332
California,2020-05-25,97017,3808
Connecticut,2020-05-25,40873,3742
Illinois,2020-05-25,112248,4912
West Virginia,2020-05-25,1782,73
Minnesota,2020-05-26,21969,908
South Carolina,2020-05-26,10416,446
Tennessee,2020-05-26,20960,339
New Hampshire,2020-05-27,4286,223
Rhode Island,2020-05-27,14353,655
District of Columbia,2020-05-28,8492,453
Nebraska,2020-05-28,13261,170
Missouri,2020-05-29,12949,740
New Jersey,2020-05-29,158844,11531
District of Columbia,2020-05-30,8717,462
Maryland,2020-05-30,52662,2509
North Carolina,2020-05-30,55522,1955
Rhode Island,2020-05-30,14819,711
Alabama,2020-05-31,17952,630
Georgia,2020-05-31,45051,2019
Utah,2020-05-31,9829,113
Wisconsin,2020-05-31,18418,594
Arizona,2020-06-01,20123,918
Florida,2020-06-01,56822,2459
Oregon,2020-06-01,4302,154
West Virginia,2020-06-01,2028,76
Iowa,2020-06-02,20017,564
Oregon,2020-06-02,4335,157
California,2020-06-04,122917,4484
Nebraska,2020-06-04,15117,193
Nevada,2020-06-04,9118,429
South Dakota,2020-06-04,5247,64
Washington,2020-06-04,23999,1150
West Virginia,2020-06-04,2102,79
Alaska,2020-06-05,565,8
Ohio,2020-06-05,37758,2355
California,2020-06-06,129147,4626
Pennsylvania,2020-06-06,79507,5986
Idaho,2020-06-07,3153,83
Montana,2020-06-07,545,18
North Dakota,2020-06-07,2864,75
Alaska,2020-06-08,607,8
South Dakota,2020-06-08,5471,65
Texas,2020-06-08,77326,1856
Delaware,2020-06-09,20040,943
New Jersey,2020-06-09,164796,12303
Delaware,2020-06-10,10056,413
Florida,2020-06-10,67363,2800
New York,2020-06-10,384945,30376
North Dakota,2020-06-11,2983,77
Oklahoma,2020-06-11,7626,357
Utah,2020-06-11,13366,131
Arkansas,2020-06-12,11547,176
Idaho,2020-06-12,3354,87
Minnesota,2020-06-12,29826,1305
Colorado,2020-06-13,58004,2420
Massachusetts,2020-06-13,105395,7576
New Jersey,2020-06-13,166605,12589
Puerto Rico,2020-06-13,5690,146
Delaware,2020-06-15,10340,423
New Hampshire,2020-06-15,5345,320
West Virginia,2020-06-15,2322,88
Iowa,2020-06-16,24263,670
Puerto Rico,2020-06-16,5951,147
Tennessee,2020-06-16,31623,487
Michigan,2020-06-17,66694,6041
Pennsylvania,2020-06-17,84387,6376
Guam,2020-06-18,1162,6
Montana,2020-06-18,655,20
Arkansas,2020-06-19,14631,214
Arizona,2020-06-20,50198,1347
Colorado,2020-06-20,30334,1647
Indiana,2020-06-20,43135,2536
Iowa,2020-06-20,25552,685
West Virginia,2020-06-20,2500,88
Alaska,2020-06-21,859,10
Indiana,2020-06-21,43496,2540
Iowa,2020-06-21,26020,686
Wisconsin,2020-06-21,24920,744
District of Columbia,2020-06-22,10058,535
Illinois,2020-06-22,138615,6889
Indiana,2020-06-22,43709,2553
Mississippi,2020-06-22,22287,978
Missouri,2020-06-22,18733,980
New Mexico,2020-06-22,10694,469
Tennessee,2020-06-22,35255,525
Vermont,2020-06-22,1163,56
Guam,2020-06-23,1194,6
Mississippi,2020-06-23,22898,989
Rhode Island,2020-06-23,16533,906
South Dakota,2020-06-23,6353,83
Utah,2020-06-23,18454,163
Maryland,2020-06-24,65934,3108
Michigan,2020-06-24,68711,6118
New Jersey,2020-06-24,169892,12995
Virginia,2020-06-24,59514,1661
West Virginia,2020-06-24,2629,92
Washington,2020-03-07,110,16
Washington,2020-03-08,282,23
New Jersey,2020-03-13,200,2
New York,2020-03-15,2196,37
Georgia,2020-03-19,564,12
Connecticut,2020-03-20,388,7
Massachusetts,2020-03-20,413,1
Oregon,2020-03-20,228,4
California,2020-03-21,1544,28
North Carolina,2020-03-21,368,10
Tennessee,2020-03-21,624,9
Georgia,2020-03-22,2480,75
Virginia,2020-03-22,219,6
Illinois,2020-03-23,1285,12
Kentucky,2020-03-23,496,5
New York,2020-03-23,20899,183
Ohio,2020-03-23,888,20
Florida,2020-03-24,1467,19
Georgia,2020-03-25,1385,47
New Jersey,2020-03-25,4402,62
New York,2020-03-25,33116,375
Oregon,2020-03-25,532,14
Texas,2020-03-25,2238,67
Alabama,2020-03-26,1076,17
Georgia,2020-03-27,4396,175
Texas,2020-03-27,1940,23
Wisconsin,2020-03-28,1042,17
Florida,2020-03-30,5694,71
Ohio,2020-03-30,1933,40
South Carolina,2020-03-30,925,18
California,2020-03-31,8582,183
West Virginia,2020-03-31,162,1
Alabama,2020-04-01,1106,28
California,2020-04-02,11190,247
Minnesota,2020-04-02,742,18
Missouri,2020-04-02,1834,24
Montana,2020-04-02,241,5
California,2020-04-03,12569,282
Minnesota,2020-04-03,789,22
Oklahoma,2020-04-03,1974,44
Colorado,2020-04-04,4574,126
Kentucky,2020-04-04,909,40
Virginia,2020-04-04,2406,52
Minnesota,2020-04-05,935,29
Utah,2020-04-05,1618,8
Maryland,2020-04-06,8090,297
Nebraska,2020-04-06,874,22
New Jersey,2020-04-06,41090,1005
Ohio,2020-04-06,4450,142
Minnesota,2020-04-07,1069,34
Nebraska,2020-04-07,490,12
New Jersey,2020-04-07,44416,1232
Alabama,2020-04-08,2498,67
Massachusetts,2020-04-08,16790,433
North Dakota,2020-04-08,251,4
Louisiana,2020-04-09,18283,702
Pennsylvania,2020-04-09,18379,344
Alaska,2020-04-10,244,5
Arizona,2020-04-10,3112,97
New Hampshire,2020-04-10,885,22
New Mexico,2020-04-10,1090,19
Ohio,2020-04-10,5879,231
Maryland,2020-04-11,7694,207
Ohio,2020-04-11,12502,314
Louisiana,2020-04-12,20595,840
New Hampshire,2020-04-12,985,23
North Dakota,2020-04-12,308,8
Rhode Island,2020-04-12,2665,63
Florida,2020-04-13,21011,498
Georgia,2020-04-13,13125,479
Hawaii,2020-04-13,1004,16
Louisiana,2020-04-13,21016,884
New York,2020-04-13,197973,12998
North Carolina,2020-04-13,4788,91
South Carolina,2020-04-13,3439,87
Florida,2020-04-14,21620,570
Maine,2020-04-14,2202,51
Ohio,2020-04-14,7280,324
Washington,2020-04-14,10711,552
Maryland,2020-04-15,20192,848
Oklahoma,2020-04-15,2263,123
Oregon,2020-04-15,1663,58
Kentucky,2020-04-16,4858,215
Louisiana,2020-04-16,22532,1156
Utah,2020-04-16,2687,21
Wisconsin,2020-04-16,3875,197
Indiana,2020-04-17,10234,599
New Jersey,2020-04-17,78467,3840
Kentucky,2020-04-18,2707,145
South Dakota,2020-04-18,1541,7
Idaho,2020-04-19,1672,45
Minnesota,2020-04-19,2356,134
Missouri,2020-04-19,5667,196
Alabama,2020-04-20,5078,164
Maryland,2020-04-20,13750,582
Oregon,2020-04-20,3912,84
Iowa,2020-04-21,3641,83
Nebraska,2020-04-21,1726,38
Rhode Island,2020-04-21,5500,171
Tennessee,2020-04-21,7317,159
California,2020-04-22,37573,1425
Connecticut,2020-04-22,22469,1544
Indiana,2020-04-22,12551,764
Michigan,2020-04-22,33972,2813
Rhode Island,2020-04-22,5841,181
District of Columbia,2020-04-23,3361,139
Florida,2020-04-23,29640,986
Louisiana,2020-04-23,25798,1599
Texas,2020-04-23,22706,601
Idaho,2020-04-24,1870,54
Minnesota,2020-04-24,3185,221
Arkansas,2020-04-25,2909,48
Nevada,2020-04-25,4539,206
New Jersey,2020-04-25,105523,5863
New York,2020-04-25,286901,21326
Utah,2020-04-25,3950,41
Missouri,2020-04-26,6997,282
Rhode Island,2020-04-26,7439,226
North Carolina,2020-04-28,9568,353
Vermont,2020-04-28,1724,92
Oklahoma,2020-04-29,3473,214
Tennessee,2020-04-29,10255,196
District of Columbia,2020-04-30,4323,224
Michigan,2020-04-30,41347,3788
Minnesota,2020-04-30,5136,343
Tennessee,2020-04-30,10506,200
North Dakota,2020-05-01,1107,23
Kansas,2020-05-02,9726,340
Mississippi,2020-05-02,7441,291
Delaware,2020-05-03,5208,177
South Carolina,2020-05-03,6626,275
Tennessee,2020-05-03,12871,211
Iowa,2020-05-04,9703,188
Maine,2020-05-04,1205,57
Michigan,2020-05-06,45079,4250
Nebraska,2020-05-06,6771,85
New Hampshire,2020-05-06,2741,111
California,2020-05-07,62481,2561
Connecticut,2020-05-07,31784,2797
Massachusetts,2020-05-07,73721,4552
Nebraska,2020-05-07,7190,91
Louisiana,2020-05-08,30928,2227
Michigan,2020-05-08,46319,4393
Nebraska,2020-05-08,7830,92
Louisiana,2020-05-09,31490,2267
Nebraska,2020-05-09,8233,95
New Hampshire,2020-05-09,3011,131
New Mexico,2020-05-09,4778,191
New York,2020-05-09,338519,26584
Puerto Rico,2020-05-09,2173,108
Wisconsin,2020-05-09,9939,398
California,2020-05-10,68051,2769
Florida,2020-05-10,40588,1720
Kentucky,2020-05-10,6486,312
Ohio,2020-05-10,24086,1341
South Carolina,2020-05-10,7653,331
Virginia,2020-05-10,24081,839
Colorado,2020-05-11,19793,986
Connecticut,2020-05-11,33765,3008
Massachusetts,2020-05-11,78462,5108
Tennessee,2020-05-11,15423,248
Missouri,2020-05-12,10124,528
Washington,2020-05-12,18382,972
Colorado,2020-05-13,20442,1062
Georgia,2020-05-13,33866,1494
Pennsylvania,2020-05-13,62194,4104
District of Columbia,2020-05-14,6736,358
Minnesota,2020-05-14,13443,672
Tennessee,2020-05-14,16588,284
District of Columbia,2020-05-15,6871,368
Illinois,2020-05-15,90528,4075
Indiana,2020-05-15,27281,1691
Maryland,2020-05-15,37105,1911
Nebraska,2020-05-15,9766,122
Utah,2020-05-15,6930,77
Montana,2020-05-16,936,32
Oregon,2020-05-16,3612,137
Washington,2020-05-16,38672,1546
New York,2020-05-17,355037,28168
Alabama,2020-05-18,12086,489
Kentucky,2020-05-19,8205,369
Missouri,2020-05-19,11369,631
Nebraska,2020-05-19,10846,136
Virginia,2020-05-19,32145,1041
Wisconsin,2020-05-19,13001,467
Ohio,2020-05-20,29437,1781
Delaware,2020-05-21,8386,317
Iowa,2020-05-21,16170,414
South Carolina,2020-05-21,9379,416
Wisconsin,2020-05-21,13892,487
California,2020-05-22,90801,3690
Delaware,2020-05-22,8529,322
Iowa,2020-05-22,16510,441
Maine,2020-05-22,1948,75
Pennsylvania,2020-05-22,70305,5032
Puerto Rico,2020-05-22,3030,126
Kentucky,2020-05-23,8812,399
Mississippi,2020-05-23,26010,1141
Wisconsin,2020-05-23,29970,1330
Maryland,2020-05-24,46919,2277
New Hampshire,2020-05-25,4197,210
New Jersey,2020-05-25,155092,11144
New Mexico,2020-05-25,7026,320
Ohio,2020-05-25,32477,1987
Oregon,2020-05-25,3949,148
Rhode Island,2020-05-26,14210,634
Virginia,2020-05-26,39342,1236
California,2020-05-27,101874,3961
Kentucky,2020-05-28,9510,424
Maryland,2020-05-28,50334,2428
Tennessee,2020-05-28,21763,352
Texas,2020-05-28,60820,1618
North Carolina,2020-05-29,26735,888
Vermont,2020-05-30,977,55
Virginia,2020-05-30,43611,1370
Illinois,2020-05-31,120588,5426
Louisiana,2020-05-31,40021,2791
Missouri,2020-06-01,13523,786
Ohio,2020-06-01,35984,2206
Colorado,2020-06-02,26774,1474
Nebraska,2020-06-02,14611,187
Ohio,2020-06-02,36350,2258
South Carolina,2020-06-02,12415,501
Washington,2020-06-02,23608,1139
Alaska,2020-06-03,516,8
Louisiana,2020-06-03,41244,2870
New Hampshire,2020-06-03,4795,265
Oregon,2020-06-03,4399,159
Texas,2020-06-03,69546,1766
Arizona,2020-06-04,22818,1000
Connecticut,2020-06-04,43239,4007
Guam,2020-06-04,4592,24
New Mexico,2020-06-04,8353,383
Texas,2020-06-04,71330,1793
Colorado,2020-06-05,27601,1524
Michigan,2020-06-05,63744,5854
North Carolina,2020-06-05,33417,1001
Utah,2020-06-05,11344,120
Florida,2020-06-06,62750,2687
Iowa,2020-06-06,21527,602
Kentucky,2020-06-06,11359,480
North Dakota,2020-06-06,5638,176
Texas,2020-06-06,75077,1840
Delaware,2020-06-07,9942,398
Hawaii,2020-06-07,663,17
Delaware,2020-06-08,9972,398
Hawaii,2020-06-08,664,17
Ohio,2020-06-08,38837,2404
North Carolina,2020-06-09,37393,1069
Puerto Rico,2020-06-09,5185,142
Kansas,2020-06-10,10931,241
Massachusetts,2020-06-10,104156,7454
Oregon,2020-06-10,5097,169
Wyoming,2020-06-10,980,18
Puerto Rico,2020-06-11,5352,144
Oklahoma,2020-06-12,7848,359
Indiana,2020-06-13,40535,2413
Louisiana,2020-06-13,46396,3004
Minnesota,2020-06-13,30203,1314
Washington,2020-06-13,26920,1216
Connecticut,2020-06-14,45088,4201
Missouri,2020-06-14,16384,890
North Carolina,2020-06-14,44199,1139
Alabama,2020-06-15,26272,774
Puerto Rico,2020-06-15,5890,147
Idaho,2020-06-16,3543,89
Utah,2020-06-16,15077,145
Arizona,2020-06-17,41159,1252
Missouri,2020-06-17,17151,924
North Carolina,2020-06-17,47142,1198
Idaho,2020-06-18,3744,90
Illinois,2020-06-18,136081,6737
North Carolina,2020-06-18,48426,1209
Idaho,2020-06-19,3871,90
Wyoming,2020-06-19,1173,20
Michigan,2020-06-20,67721,6091
Minnesota,2020-06-20,32499,1404
North Carolina,2020-06-20,51640,1239
Oklahoma,2020-06-21,10515,369
Texas,2020-06-21,114886,2195
Arizona,2020-06-23,58397,1398
Alabama,2020-06-24,32064,891
California,2020-06-24,195889,5728
Nebraska,2020-06-24,18221,263
New Hampshire,2020-06-24,5598,347
Texas,2020-02-21,128,0
Washington,2020-02-24,160,2
Washington,2020-03-03,288,12
New York,2020-03-05,550,28
New York,2020-03-12,978,13
Georgia,2020-03-18,386,7
Nevada,2020-03-19,297,6
Maryland,2020-03-20,150,2
North Carolina,2020-03-20,144,0
Mississippi,2020-03-21,140,1
Texas,2020-03-21,1094,14
North Carolina,2020-03-23,604,8
Oregon,2020-03-23,573,8
South Carolina,2020-03-23,299,5
Louisiana,2020-03-24,4164,161
Texas,2020-03-24,857,11
Illinois,2020-03-25,1874,21
Nevada,2020-03-26,1070,19
North Carolina,2020-03-27,782,3
Mississippi,2020-03-28,2676,38
Oregon,2020-03-28,3832,115
Texas,2020-03-28,4316,96
Utah,2020-03-28,608,2
Illinois,2020-03-29,9226,344
Louisiana,2020-03-29,10617,363
Puerto Rico,2020-03-29,127,5
Indiana,2020-03-30,1797,44
Kansas,2020-03-30,1492,19
Texas,2020-03-30,6072,160
Ohio,2020-03-31,2199,55
District of Columbia,2020-04-01,2344,47
Indiana,2020-04-01,5156,173
Texas,2020-04-01,4255,63
Illinois,2020-04-02,7695,165
Kansas,2020-04-02,1108,32
Florida,2020-04-04,11537,194
Illinois,2020-04-04,10357,248
Alabama,2020-04-05,1840,45
Connecticut,2020-04-05,5675,189
Kansas,2020-04-05,767,23
Maine,2020-04-05,940,26
Oklahoma,2020-04-05,1251,46
Pennsylvania,2020-04-05,11589,159
Arkansas,2020-04-06,1854,69
Maine,2020-04-06,499,10
New Hampshire,2020-04-06,715,9
Puerto Rico,2020-04-06,513,21
Tennessee,2020-04-06,3753,65
Kentucky,2020-04-07,1289,66
Georgia,2020-04-09,10885,412
Guam,2020-04-09,1084,12
Michigan,2020-04-09,21375,1076
Montana,2020-04-09,354,6
Rhode Island,2020-04-10,2015,49
Vermont,2020-04-10,1358,38
Wisconsin,2020-04-10,6136,255
Alabama,2020-04-11,6524,178
Illinois,2020-04-11,19180,682
Washington,2020-04-11,10227,498
Guam,2020-04-12,2148,29
Virginia,2020-04-12,5273,141
Alabama,2020-04-13,3805,104
California,2020-04-13,24334,725
District of Columbia,2020-04-13,1955,52
Indiana,2020-04-13,8300,414
New Mexico,2020-04-13,1345,31
Utah,2020-04-13,2368,18
Arkansas,2020-04-14,1498,32
Maryland,2020-04-14,9472,302
Missouri,2020-04-14,4686,151
Louisiana,2020-04-15,21951,1103
Minnesota,2020-04-15,1809,87
New Hampshire,2020-04-15,2278,38
Oregon,2020-04-16,3472,112
Michigan,2020-04-17,29952,2226
North Carolina,2020-04-17,5859,159
Utah,2020-04-17,2813,23
West Virginia,2020-04-17,2328,36
Connecticut,2020-04-18,17550,1086
Michigan,2020-04-18,30717,2307
Pennsylvania,2020-04-18,31742,1150
Mississippi,2020-04-19,4274,159
Nebraska,2020-04-19,1473,28
New Mexico,2020-04-19,1845,55
South Carolina,2020-04-19,4377,120
Tennessee,2020-04-20,6994,156
Texas,2020-04-20,20035,523
Connecticut,2020-04-21,20360,1423
Guam,2020-04-21,852,6
Puerto Rico,2020-04-21,2745,106
Virginia,2020-04-21,9629,325
Georgia,2020-04-22,20099,837
Maine,2020-04-22,1814,91
South Dakota,2020-04-22,1858,9
Kentucky,2020-04-23,3548,194
Massachusetts,2020-04-23,46023,2360
Utah,2020-04-23,3621,35
Hawaii,2020-04-24,595,13
Massachusetts,2020-04-24,50969,2556
Missouri,2020-04-24,13250,569
New York,2020-04-24,276218,20759
South Dakota,2020-04-24,2040,10
Tennessee,2020-04-24,8618,172
Alabama,2020-04-25,6213,213
California,2020-04-25,42590,1692
Delaware,2020-04-25,3576,112
Oregon,2020-04-25,2253,87
South Carolina,2020-04-25,5253,166
Wisconsin,2020-04-25,5687,266
Maine,2020-04-27,1023,51
New York,2020-04-27,296991,22267
South Dakota,2020-04-27,2246,11
Wisconsin,2020-04-27,6081,281
Guam,2020-04-28,3342,30
Maryland,2020-04-28,20200,1016
Louisiana,2020-04-29,27703,1845
Maryland,2020-04-29,20942,1078
Mississippi,2020-04-29,6569,250
South Carolina,2020-04-29,5881,232
Louisiana,2020-04-30,28044,1905
Oklahoma,2020-04-30,3618,222
Texas,2020-04-30,29072,828
Alaska,2020-05-01,362,7
Louisiana,2020-05-01,28754,1970
Maine,2020-05-01,6738,85
New Jersey,2020-05-01,121190,7538
Kentucky,2020-05-02,4881,252
Nevada,2020-05-02,5390,257
Alabama,2020-05-03,7888,290
New Mexico,2020-05-04,4030,156
Tennessee,2020-05-04,13283,216
Pennsylvania,2020-05-05,53967,3206
Utah,2020-05-05,5449,56
Massachusetts,2020-05-06,72025,4420
Oklahoma,2020-05-06,4201,253
Puerto Rico,2020-05-06,1968,99
Texas,2020-05-06,35441,985
Hawaii,2020-05-07,1238,34
Maryland,2020-05-07,29476,1503
Ohio,2020-05-07,22131,1271
Utah,2020-05-07,5724,61
Ohio,2020-05-08,23018,1306
Georgia,2020-05-09,31481,1380
Minnesota,2020-05-09,10789,558
Alabama,2020-05-10,9889,393
West Virginia,2020-05-10,1362,54
Idaho,2020-05-11,2261,69
Maryland,2020-05-11,33483,1683
Idaho,2020-05-12,2294,69
New York,2020-05-12,343705,27282
Rhode Island,2020-05-12,11614,444
Utah,2020-05-12,6454,73
Maryland,2020-05-13,34927,1809
Mississippi,2020-05-13,10090,465
Wisconsin,2020-05-13,10903,421
Kentucky,2020-05-14,7397,341
Oklahoma,2020-05-14,4962,284
Puerto Rico,2020-05-14,2427,117
Washington,2020-05-14,18861,991
Wyoming,2020-05-14,701,7
New Hampshire,2020-05-15,3464,159
Tennessee,2020-05-15,16917,288
Arizona,2020-05-16,13631,679
Maryland,2020-05-16,38083,1957
Minnesota,2020-05-16,14978,709
North Dakota,2020-05-16,1848,42
New Mexico,2020-05-17,5938,265
Connecticut,2020-05-18,38116,3449
Minnesota,2020-05-18,16381,740
Nevada,2020-05-18,7059,364
New Jersey,2020-05-18,148039,10435
North Carolina,2020-05-18,19121,684
Georgia,2020-05-19,37214,1650
Washington,2020-05-19,19988,1042
West Virginia,2020-05-19,1514,68
Pennsylvania,2020-05-20,68151,4794
Virginia,2020-05-20,32908,1074
Missouri,2020-05-21,11657,670
Arkansas,2020-05-22,5612,113
New Hampshire,2020-05-22,4014,204
Tennessee,2020-05-22,19364,315
Virginia,2020-05-22,34950,1136
Alabama,2020-05-23,14149,549
New Hampshire,2020-05-23,4089,208
North Carolina,2020-05-23,22731,763
Oregon,2020-05-23,3888,147
Rhode Island,2020-05-23,13952,597
South Dakota,2020-05-23,4468,50
Wisconsin,2020-05-24,15362,510
Idaho,2020-05-25,2664,79
Maryland,2020-05-25,47754,2302
Michigan,2020-05-26,55040,5266
Mississippi,2020-05-26,13731,652
Guam,2020-05-27,1140,6
New Mexico,2020-05-27,7252,329
Wisconsin,2020-05-27,16565,539
Georgia,2020-05-28,43363,1942
Michigan,2020-05-28,55944,5372
New Mexico,2020-05-28,14728,688
North Dakota,2020-05-28,2484,60
Wyoming,2020-05-28,876,15
Pennsylvania,2020-05-29,75073,5467
Alabama,2020-05-30,17359,618
Florida,2020-05-31,56155,2450
Oklahoma,2020-05-31,6506,334
Idaho,2020-06-01,2908,83
Kansas,2020-06-01,10103,217
Nevada,2020-06-01,8701,420
Illinois,2020-06-02,123244,5567
Maryland,2020-06-02,54831,2597
Minnesota,2020-06-02,25518,1082
Tennessee,2020-06-02,24498,378
California,2020-06-03,120407,4422
Florida,2020-06-03,58756,2565
North Carolina,2020-06-03,31013,971
Utah,2020-06-04,10858,117
Connecticut,2020-06-05,43460,4038
Idaho,2020-06-05,3111,83
Louisiana,2020-06-05,42100,2912
Maryland,2020-06-06,58099,2740
South Dakota,2020-06-06,5367,65
Utah,2020-06-06,11866,121
Oregon,2020-06-07,4809,164
Tennessee,2020-06-07,26811,414
Texas,2020-06-07,75948,1846
Colorado,2020-06-08,28169,1543
Minnesota,2020-06-08,28235,1208
Pennsylvania,2020-06-08,80432,6007
Utah,2020-06-08,12378,124
Pennsylvania,2020-06-09,80964,6070
West Virginia,2020-06-09,2179,84
Wyoming,2020-06-09,970,17
Nevada,2020-06-10,10216,449
North Carolina,2020-06-10,38305,1096
California,2020-06-11,143709,4941
Michigan,2020-06-11,65627,5985
Wisconsin,2020-06-11,22049,685
Alabama,2020-06-12,23710,769
Connecticut,2020-06-12,44689,4159
Kansas,2020-06-12,11152,243
New Mexico,2020-06-12,9526,426
Connecticut,2020-06-13,44994,4186
District of Columbia,2020-06-13,9709,511
Wyoming,2020-06-13,1050,18
Oregon,2020-06-14,5644,176
Puerto Rico,2020-06-14,5811,147
Texas,2020-06-14,89542,1995
Wyoming,2020-06-14,1060,18
New Jersey,2020-06-15,167103,12676
Ohio,2020-06-15,41576,2573
Nevada,2020-06-16,11673,467
New York,2020-06-16,389349,30683
West Virginia,2020-06-16,2341,88
Iowa,2020-06-17,24616,677
Massachusetts,2020-06-18,106422,7769
Utah,2020-06-18,16015,152
North Dakota,2020-06-20,3257,82
Connecticut,2020-06-21,45755,4260
Michigan,2020-06-21,67873,6094
Virginia,2020-06-21,57994,1611
West Virginia,2020-06-21,2543,89
Nevada,2020-06-22,13575,490
New Hampshire,2020-06-22,5558,339
North Carolina,2020-06-22,53840,1250
Puerto Rico,2020-06-22,6564,149
Kansas,2020-06-23,12659,261
Maine,2020-06-23,2994,102
North Carolina,2020-06-23,54824,1276
Washington,2020-06-23,30778,1285
Delaware,2020-06-24,10889,505
New Mexico,2020-06-24,10990,480
California,2020-02-02,210,2
Nebraska,2020-02-20,330,15
Washington,2020-03-02,276,12
Texas,2020-03-05,240,4
California,2020-03-09,344,5
New York,2020-03-10,346,3
Washington,2020-03-10,279,24
Washington,2020-03-11,676,46
Massachusetts,2020-03-13,369,8
Massachusetts,2020-03-14,414,1
Virginia,2020-03-16,663,11
Louisiana,2020-03-20,2148,46
Georgia,2020-03-21,552,20
Ohio,2020-03-21,247,3
Iowa,2020-03-23,105,0
Nevada,2020-03-23,530,8
Alabama,2020-03-24,484,2
Georgia,2020-03-24,4380,184
California,2020-03-25,3183,67
Kansas,2020-03-25,264,3
Mississippi,2020-03-26,486,6
Missouri,2020-03-26,507,8
Ohio,2020-03-26,3468,72
South Carolina,2020-03-26,2736,83
California,2020-03-27,4914,102
Florida,2020-03-27,3198,46
Minnesota,2020-03-27,398,4
Delaware,2020-03-28,428,7
Michigan,2020-03-28,4634,111
Nevada,2020-03-28,2214,36
New Mexico,2020-03-28,208,2
New Hampshire,2020-03-29,516,4
Louisiana,2020-03-30,8048,302
New Hampshire,2020-03-30,314,3
Maine,2020-03-31,606,5
Georgia,2020-04-02,5444,176
Arizona,2020-04-03,1769,41
New Hampshire,2020-04-03,1080,25
North Carolina,2020-04-03,2093,19
Rhode Island,2020-04-03,2133,55
New York,2020-04-04,115963,4535
Nevada,2020-04-05,1880,46
Alabama,2020-04-06,2005,53
Kansas,2020-04-06,854,25
North Carolina,2020-04-06,2870,40
South Dakota,2020-04-06,288,4
Alabama,2020-04-07,4394,136
Pennsylvania,2020-04-07,14582,240
Utah,2020-04-07,1737,13
South Carolina,2020-04-08,2552,63
Utah,2020-04-08,1860,13
Virginia,2020-04-08,3644,75
Indiana,2020-04-09,6400,295
Texas,2020-04-09,11372,228
California,2020-04-10,21366,594
Guam,2020-04-10,577,4
New Jersey,2020-04-10,54588,1932
Colorado,2020-04-11,6893,274
Iowa,2020-04-11,1510,34
Minnesota,2020-04-11,1427,64
North Carolina,2020-04-11,4310,86
Colorado,2020-04-12,7303,290
Maine,2020-04-12,3798,104
Maryland,2020-04-12,16450,676
Pennsylvania,2020-04-12,22955,525
South Dakota,2020-04-12,729,6
Puerto Rico,2020-04-13,1806,61
Alabama,2020-04-14,3953,114
New Hampshire,2020-04-14,1091,27
Arizona,2020-04-15,3962,142
Nebraska,2020-04-16,1094,24
Tennessee,2020-04-16,6077,142
